iteration,seconds,mse,rmse,mae,wmape,smape
1,57,67.57555263005608,8.220435063307542,6.647001704209661,33.141342008666136,47.3515781819388
2,116,66.97491841217915,8.183820526635415,6.599932386345292,32.965909153098806,47.11481337814362
3,174,65.84308587250928,8.114375260764644,6.5531734056902184,32.83507785563333,47.212625145934986
4,232,67.36570866221693,8.20766158307084,6.621993116636973,32.96085595657972,46.95444736488563
5,291,57.746288213775,7.599097855257228,6.2131022671429275,31.120759478632472,43.477763333924685
6,350,57.712798709387684,7.596894017253873,6.233741808201679,31.09726766991214,43.57656238686288
7,408,57.97914981512826,7.61440410111837,6.244941738849871,31.296084340456922,43.65806119716408
8,467,58.303160937470274,7.635650655803359,6.256073863214004,31.245450907282578,43.612470073381324
9,526,58.33340158716118,7.63763062652032,6.264786939780707,31.332655391411645,43.68918681543656
10,584,56.84221437573863,7.539377585433603,6.147913599500252,30.805470597040248,43.229595764740786
11,643,56.56918248662916,7.52124873186821,6.12458624135223,30.636759815538454,42.77983132498348
12,702,57.09209843539523,7.555931341363236,6.16558782382941,30.708785426390182,42.98653435266688
13,760,57.376783606662805,7.57474643844022,6.175492288849047,30.807133355849363,42.951195605071014
14,818,57.09681271029604,7.556243293482287,6.157603320067286,30.72698684367186,42.85464505029159
15,877,57.14735209070129,7.559586767191795,6.159492232912002,30.857976947289682,43.07459580431804
16,936,57.047791970896846,7.552998872692677,6.151201040226617,30.784244058388705,43.018953329776835
17,994,57.23719814247258,7.5655269573554875,6.157022021742091,30.729163265497007,43.0624933000512
18,1053,57.07749986977053,7.55496524609945,6.15154302053749,30.794304478485014,42.932894520341144
19,1111,57.377877208112025,7.574818625426752,6.172696175733155,30.84206169651809,43.02488615963059
20,1169,56.87647912612106,7.541649628968523,6.1408287631351115,30.706008647416887,42.785163274315366
21,1228,56.92063806073795,7.5445767317151695,6.149405326709407,30.695428535909393,42.944811977248655
22,1286,56.61716291197095,7.5244377140070045,6.140382046241211,30.681139333598335,43.038345917833304
23,1345,56.81379628112823,7.537492705212273,6.149841456721516,30.81321794105452,43.22046491377532
24,1403,56.409526489463175,7.51062756961515,6.115941513269725,30.531482079946198,42.73813575875086
25,1462,56.917457867192354,7.544365968535219,6.131100806926315,30.677887875430926,42.802270467400156
26,1521,57.47875610623851,7.581474533772339,6.179427722432784,30.892254800950635,43.26378521832348
27,1579,56.32463297664979,7.504973882476193,6.117022826702342,30.560656644313962,42.77767510199021
28,1637,56.38632643156016,7.509082928797641,6.117505960771319,30.59887304356631,42.6279979246963
29,1695,56.4938697194877,7.51624039793085,6.135401693731953,30.567961471380457,42.787783646832914
30,1754,56.59383239874609,7.522887238204896,6.137922389517065,30.852393312696698,43.27337280549076
31,1812,55.67531475303982,7.461589291366808,6.07739134099684,30.337072826064542,42.522446951451094
32,1871,57.003182207626274,7.550045179177823,6.168202425998875,30.75321581829677,43.022705755221416
33,1929,56.65179761437556,7.526738843242508,6.139806579818156,30.889508695201368,43.33195717264033
34,1988,56.3988645702149,7.509917747233647,6.116506709152438,30.449164925145773,42.594245851682125
35,2046,55.73981445230238,7.465910155654325,6.082070368213087,30.395166943710354,42.61659933335633
36,2105,55.82728637041897,7.471765947245602,6.0942779504554885,30.454249463137867,42.7510353885146
37,2163,56.18758359802411,7.495837751580814,6.105304355738838,30.509778936650704,42.62663405247356
38,2222,56.90714989922617,7.5436827809251215,6.158796710876803,30.921794786374534,43.40284766244498
39,2280,56.800406295882276,7.536604427451548,6.144332534897326,30.754503587753746,42.9088427563453
40,2339,56.6457147561094,7.526334749139809,6.144520413504824,30.826995343374076,43.225616544087806
41,2397,55.92989066941109,7.478628929784596,6.0946301351492576,30.47534730548378,42.555316657178345
42,2456,55.65897072934026,7.46049400035549,6.082141373640373,30.382811578718403,42.51971267183331
43,2515,56.53040975988758,7.518670744213207,6.136217689049145,30.635190705463284,42.96581081779943
44,2574,57.00786863824079,7.5503555305853505,6.151080866374332,30.84715933840232,43.32090348721571
45,2633,55.91403841619019,7.477569017815227,6.0835350827907115,30.46230176499455,42.75034286807189
46,2691,56.794840583482035,7.536235173047749,6.146648714597005,30.66207719371287,42.72399664814773
47,2750,55.848988483934924,7.473218080849436,6.097502249109227,30.58718142729991,42.930569336525096
48,2809,56.28267435200152,7.5021779738954155,6.116194213499362,30.562637662131138,42.759438827905996
49,2868,56.3291141162342,7.505272421187269,6.117080251347741,30.66951235168691,42.866832913073424
50,2926,55.81478679651881,7.470929446629704,6.087703121833253,30.42535445561106,42.664306825719
51,2984,56.871481456064174,7.541318283699752,6.148006085168871,30.690702198912316,42.679512799480094
52,3043,55.87604607022854,7.475028165179617,6.097438237260175,30.439112816242343,42.69807678172268
53,3102,56.5098151952299,7.517301057908344,6.126684785605798,30.63756801289914,42.70643958706092
54,3161,56.75982194823196,7.533911464055836,6.146713001224391,30.73286462178691,43.027144523779256
55,3219,56.90752728128515,7.543707794001909,6.1520650192466215,30.803624302437726,42.93749113838318
56,3278,56.534985258812426,7.518975013844136,6.124924875840012,30.61707292689586,42.83630224744526
57,3336,56.50705301662824,7.5171173342331326,6.129412048728479,30.542310851240867,42.59312802943662
58,3395,56.08248391780386,7.488823934223842,6.1089756422530765,30.447127758072313,42.60996976034653
59,3454,56.41029177415472,7.510678516229723,6.129228906676574,30.710276323450046,43.31161271618434
60,3512,56.719032617999865,7.531203928854925,6.12389111937138,30.674941792418476,42.73691000662476
