iteration,seconds,mse,rmse,mae,wmape,smape
1,0,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
2,1,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
3,2,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
4,3,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
5,4,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
6,5,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
7,5,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
8,6,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
9,7,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
10,8,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
11,9,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
12,10,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
13,10,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
14,11,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
15,12,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
16,13,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
17,14,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
18,15,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
19,15,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
20,16,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
21,17,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
22,18,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
23,19,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
24,20,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
25,20,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
26,21,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
27,22,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
28,23,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
29,24,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
30,25,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
31,25,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
32,26,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
33,27,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
34,28,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
35,29,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
36,29,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
37,30,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
38,31,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
39,32,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
40,33,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
41,34,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
42,34,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
43,35,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
44,36,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
45,37,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
46,38,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
47,38,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
48,39,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
49,40,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
50,41,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
51,42,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
52,43,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
53,43,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
54,44,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
55,45,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
56,46,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
57,47,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
58,47,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
59,48,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
60,49,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
61,50,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
62,51,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
63,52,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
64,52,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
65,53,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
66,54,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
67,55,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
68,56,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
69,56,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
70,57,58.76129601781096,7.665591693914499,5.989321226124902,29.387940123963794,42.24865329006648
