iteration,seconds,mse,rmse,mae,wmape,smape
1,0,77.98770158979477,8.831064578508911,7.257006350110656,35.60811985939547,48.14410715894589
2,1,77.98770158979477,8.831064578508911,7.257006350110656,35.60811985939547,48.14410715894589
3,2,77.98770158979477,8.831064578508911,7.257006350110656,35.60811985939547,48.14410715894589
4,3,77.98770158979477,8.831064578508911,7.257006350110656,35.60811985939547,48.14410715894589
5,4,77.98770158979477,8.831064578508911,7.257006350110656,35.60811985939547,48.14410715894589
6,5,77.98741736594138,8.831048486218462,7.2569563311874035,35.60787443039508,48.143878210961844
7,5,77.98741736594138,8.831048486218462,7.2569563311874035,35.60787443039508,48.143878210961844
8,6,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
9,7,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
10,8,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
11,9,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
12,10,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
13,10,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
14,11,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
15,12,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
16,13,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
17,14,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
18,15,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
19,16,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
20,17,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
21,17,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
22,18,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
23,19,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
24,20,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
25,21,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
26,22,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
27,23,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
28,23,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
29,24,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
30,25,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
31,26,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
32,27,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
33,27,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
34,28,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
35,29,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
36,30,77.59575571409984,8.808845311055236,7.242798187482027,35.538404341252885,48.01863335362183
37,31,69.21666722068666,8.319655474879152,6.706038422714915,32.90467286611965,45.054729766770706
38,32,69.21666722068666,8.319655474879152,6.706038422714915,32.90467286611965,45.054729766770706
39,33,69.2002101143222,8.318666366330735,6.699879044430439,32.87445050311873,44.99722566642104
40,33,69.2002101143222,8.318666366330735,6.699879044430439,32.87445050311873,44.99722566642104
41,34,69.2002101143222,8.318666366330735,6.699879044430439,32.87445050311873,44.99722566642104
42,35,69.2002101143222,8.318666366330735,6.699879044430439,32.87445050311873,44.99722566642104
43,36,69.2002101143222,8.318666366330735,6.699879044430439,32.87445050311873,44.99722566642104
44,37,69.2002101143222,8.318666366330735,6.699879044430439,32.87445050311873,44.99722566642104
45,38,69.2002101143222,8.318666366330735,6.699879044430439,32.87445050311873,44.99722566642104
46,38,69.2002101143222,8.318666366330735,6.699879044430439,32.87445050311873,44.99722566642104
47,39,69.2002101143222,8.318666366330735,6.699879044430439,32.87445050311873,44.99722566642104
48,40,58.761296017811006,7.665591693914502,5.989321226124905,29.38794012396381,42.24865329006647
49,41,58.761296017811006,7.665591693914502,5.989321226124905,29.38794012396381,42.24865329006647
50,42,58.761296017811006,7.665591693914502,5.989321226124905,29.38794012396381,42.24865329006647
